Semana,Município,Incidencia
2025-07-06,ABDON BATISTA,0.0
2025-07-06,CAMBORIÚ,20.505139657831627
2025-07-06,LEBON RÉGIS,0.0
2025-07-06,SANTIAGO DO SUL,0.0
2025-07-06,ITAPEMA,14.426797119886682
2025-07-06,CAIBI,0.0
2025-07-06,MACIEIRA,0.0
2025-07-06,SANTA TEREZINHA DO PROGRESSO,0.0
2025-07-06,ITAPIRANGA,6.059504332545598
2025-07-06,SANTA TEREZINHA,0.0
2025-07-06,BRUSQUE,9.175866060588948
2025-07-06,MAJOR VIEIRA,0.0
2025-07-06,ITAPOÁ,149.68598483615892
2025-07-06,URUSSANGA,0.0
2025-07-06,ITUPORANGA,0.0
2025-07-06,BRAÇO DO NORTE,2.9314337642540966
2025-07-06,MELEIRO,0.0
2025-07-06,SALTO VELOSO,0.0
2025-07-06,ITÁ,0.0
2025-07-06,BOTUVERÁ,0.0
2025-07-06,MIRIM DOCE,0.0
2025-07-06,SALTINHO,0.0
2025-07-06,ITAJAÍ,69.37551731125222
2025-07-06,IÇARA,0.0
2025-07-06,SANTO AMARO DA IMPERATRIZ,3.5385704175513095
2025-07-06,CAMPO ALEGRE,0.0
2025-07-06,DONA EMMA,0.0
2025-07-06,SUL BRASIL,0.0
2025-07-06,IPUAÇU,12.943308309603935
2025-07-06,CANOINHAS,0.0
2025-07-06,ERMO,0.0
2025-07-06,SOMBRIO,0.0
2025-07-06,IPUMIRIM,0.0
2025-07-06,SERRA ALTA,0.0
2025-07-06,CANELINHA,31.350419311858296
2025-07-06,GRÃO-PARÁ,0.0
2025-07-06,IRACEMINHA,0.0
2025-07-06,SEARA,0.0
2025-07-06,IRANI,0.0
2025-07-06,CAMPOS NOVOS,0.0
2025-07-06,IBIAM,0.0
2025-07-06,SCHROEDER,29.683866818384207
2025-07-06,IRATI,0.0
2025-07-06,CAMPO ERÊ,0.0
2025-07-06,ITAIÓPOLIS,0.0
2025-07-06,SAUDADES,0.0
2025-07-06,IRINEÓPOLIS,0.0
2025-07-06,JACINTO MACHADO,0.0
2025-07-06,BOMBINHAS,131.06159895150722
2025-07-06,MONTE CARLO,0.0
2025-07-06,SALETE,0.0
2025-07-06,JUPIÁ,0.0
2025-07-06,BELMONTE,0.0
2025-07-06,PINHEIRO PRETO,0.0
2025-07-06,RANCHO QUEIMADO,0.0
2025-07-06,LACERDÓPOLIS,0.0
2025-07-06,BARRA VELHA,37.25374180965529
2025-07-06,PRESIDENTE CASTELLO BRANCO,0.0
2025-07-06,QUILOMBO,0.0
2025-07-06,LAGES,0.0
2025-07-06,PRINCESA,0.0
2025-07-06,BARRA BONITA,0.0
2025-07-06,RIO DAS ANTAS,0.0
2025-07-06,LAGUNA,0.0
2025-07-06,PRESIDENTE NEREU,0.0
2025-07-06,LAJEADO GRANDE,0.0
2025-07-06,BANDEIRANTE,0.0
2025-07-06,RIO DO CAMPO,0.0
2025-07-06,PRESIDENTE GETÚLIO,0.0
2025-07-06,LAURENTINO,0.0
2025-07-06,BALNEÁRIO RINCÃO,0.0
2025-07-06,RIO FORTUNA,0.0
2025-07-06,RIO DO OESTE,0.0
2025-07-06,PETROLÂNDIA,0.0
2025-07-06,BENEDITO NOVO,9.538344143456696
2025-07-06,JOSÉ BOITEUX,0.0
2025-07-06,JABORÁ,0.0
2025-07-06,BOM JESUS DO OESTE,0.0
2025-07-06,MONTE CASTELO,0.0
2025-07-06,ROMELÂNDIA,0.0
2025-07-06,JAGUARUNA,0.0
2025-07-06,BOM JESUS,0.0
2025-07-06,MORRO GRANDE,0.0
2025-07-06,RODEIO,0.0
2025-07-06,JARAGUÁ DO SUL,26.900633199519927
2025-07-06,RIQUEZA,0.0
2025-07-06,CAPINZAL,0.0
2025-07-06,BOM JARDIM DA SERRA,0.0
2025-07-06,JARDINÓPOLIS,0.0
2025-07-06,RIO NEGRINHO,0.0
2025-07-06,JOAÇABA,6.6720042700827324
2025-07-06,BLUMENAU,17.614355699895416
2025-07-06,PEDRAS GRANDES,0.0
2025-07-06,RIO DOS CEDROS,0.0
2025-07-06,JOINVILLE,42.07262706337917
2025-07-06,BIGUAÇU,38.15677346323595
2025-07-06,PESCARIA BRAVA,0.0
2025-07-06,RIO DO SUL,0.0
2025-07-06,OTACÍLIO COSTA,0.0
2025-07-06,IPORÃ DO OESTE,0.0
2025-07-06,SÃO BENTO DO SUL,2.416626389560174
2025-07-06,CHAPADÃO DO LAGEADO,0.0
2025-07-06,GAROPABA,3.355592094225026
2025-07-06,CUNHATAÍ,0.0
2025-07-06,XAXIM,9.486166007905139
2025-07-06,TIJUCAS,54.574119739661235
2025-07-06,GARUVA,48.13606460929561
2025-07-06,TIGRINHOS,0.0
2025-07-06,CUNHA PORÃ,9.17094644167278
2025-07-06,ZORTÉA,0.0
2025-07-06,GASPAR,6.844345885863689
2025-07-06,TANGARÁ,0.0
2025-07-06,GOVERNADOR CELSO RAMOS,11.556685542586386
2025-07-06,CRICIÚMA,1.2982067437512983
2025-07-06,ÁGUA DOCE,0.0
2025-07-06,TAIÓ,0.0
2025-07-06,GRAVATAL,0.0
2025-07-06,CORUPÁ,32.7075292732387
2025-07-06,ÁGUAS DE CHAPECÓ,0.0
2025-07-06,SÃO PEDRO DE ALCÂNTARA,0.0
2025-07-06,GUABIRUBA,4.068679306697046
2025-07-06,CORREIA PINTO,0.0
2025-07-06,ÁGUAS FRIAS,0.0
2025-07-06,TIMBÓ,6.501386962552011
2025-07-06,XAVANTINA,0.0
2025-07-06,CURITIBANOS,0.0
2025-07-06,GALVÃO,0.0
2025-07-06,FAXINAL DOS GUEDES,0.0
2025-07-06,ERVAL VELHO,0.0
2025-07-06,VARGEM BONITA,0.0
2025-07-06,URUBICI,0.0
2025-07-06,FLOR DO SERTÃO,0.0
2025-07-06,ENTRE RIOS,0.0
2025-07-06,VARGEÃO,0.0
2025-07-06,UNIÃO DO OESTE,0.0
2025-07-06,FLORIANÓPOLIS,21.76941832114246
2025-07-06,TUNÁPOLIS,0.0
2025-07-06,SÃO MIGUEL DO OESTE,9.102079825240066
2025-07-06,DOUTOR PEDRINHO,0.0
2025-07-06,FORMOSA DO SUL,0.0
2025-07-06,TUBARÃO,0.8742099327732561
2025-07-06,FORQUILHINHA,0.0
2025-07-06,DIONÍSIO CERQUEIRA,0.0
2025-07-06,VIDEIRA,8.94118488582107
2025-07-06,TROMBUDO CENTRAL,0.0
2025-07-06,FRAIBURGO,0.0
2025-07-06,DESCANSO,0.0
2025-07-06,XANXERÊ,1.960861210243539
2025-07-06,TREZE TÍLIAS,0.0
2025-07-06,VIDAL RAMOS,0.0
2025-07-06,POUSO REDONDO,0.0
2025-07-06,GUARACIABA,0.0
2025-07-06,ÁGUAS MORNAS,14.781966001478196
2025-07-06,SÃO JOSÉ,35.83743028228065
2025-07-06,IMARUÍ,0.0
2025-07-06,CAÇADOR,10.79549288172188
2025-07-06,BOM RETIRO,0.0
2025-07-06,SÃO FRANCISCO DO SUL,30.518043793392845
2025-07-06,IMBITUBA,1.8430461867374395
2025-07-06,SÃO DOMINGOS,0.0
2025-07-06,CAXAMBU DO SUL,21.673168617251843
2025-07-06,BRAÇO DO TROMBUDO,0.0
2025-07-06,IMBUIA,0.0
2025-07-06,SÃO CARLOS,9.728572818367546
2025-07-06,INDAIAL,9.808180022138464
2025-07-06,CATANDUVAS,0.0
2025-07-06,CALMON,0.0
2025-07-06,SÃO BONIFÁCIO,0.0
2025-07-06,IOMERÊ,0.0
2025-07-06,CAPÃO ALTO,0.0
2025-07-06,CAMPO BELO DO SUL,0.0
2025-07-06,SÃO BERNARDINO,0.0
2025-07-06,IPIRA,0.0
2025-07-06,CAPIVARI DE BAIXO,0.0
2025-07-06,BELA VISTA DO TOLDO,0.0
2025-07-06,CELSO RAMOS,0.0
2025-07-06,ILHOTA,19.68600816969339
2025-07-06,SÃO JOSÉ DO CEDRO,0.0
2025-07-06,SÃO MIGUEL DA BOA VISTA,0.0
2025-07-06,GUARAMIRIM,30.106231990021932
2025-07-06,CORONEL FREITAS,0.0
2025-07-06,AGROLÂNDIA,0.0
2025-07-06,SÃO LUDGERO,0.0
2025-07-06,GUARUJÁ DO SUL,0.0
2025-07-06,SÃO LOURENÇO DO OESTE,0.0
2025-07-06,CORDILHEIRA ALTA,0.0
2025-07-06,AGRONÔMICA,0.0
2025-07-06,GUATAMBÚ,0.0
2025-07-06,CORONEL MARTINS,0.0
2025-07-06,SÃO JOÃO DO OESTE,0.0
2025-07-06,CONCÓRDIA,2.4502297090352223
2025-07-06,ANGELINA,0.0
2025-07-06,SÃO JOÃO DO ITAPERIÚ,0.0
2025-07-06,IBICARÉ,0.0
2025-07-06,COCAL DO SUL,0.0
2025-07-06,ARMAZÉM,0.0
2025-07-06,SÃO JOÃO BATISTA,3.0902348578491967
2025-07-06,IBIRAMA,4.667444574095683
2025-07-06,CHAPECÓ,15.130400159267369
2025-07-06,BALNEÁRIO ARROIO DO SILVA,0.0
2025-07-06,HERVAL D'OESTE,4.686255213458925
2025-07-06,LAURO MÜLLER,0.0
2025-07-06,SANTA HELENA,0.0
2025-07-06,ALTO BELA VISTA,0.0
2025-07-06,MONDAÍ,0.0
2025-07-06,ARVOREDO,0.0
2025-07-06,PASSO DE TORRES,0.0
2025-07-06,PONTE ALTA,0.0
2025-07-06,PALMA SOLA,0.0
2025-07-06,NOVA ITABERABA,0.0
2025-07-06,SÃO CRISTÓVÃO DO SUL,0.0
2025-07-06,PALHOÇA,24.93259746955265
2025-07-06,LONTRAS,0.0
2025-07-06,PONTE SERRADA,0.0
2025-07-06,TIMBÓ GRANDE,0.0
2025-07-06,PLANALTO ALEGRE,0.0
2025-07-06,VARGEM,0.0
2025-07-06,SANTA CECÍLIA,0.0
2025-07-06,ARABUTÃ,0.0
2025-07-06,NOVA TRENTO,0.0
2025-07-06,BALNEÁRIO CAMBORIÚ,47.13073781027735
2025-07-06,PINHALZINHO,13.956734124214934
2025-07-06,MARACAJÁ,0.0
2025-07-06,MODELO,0.0
2025-07-06,PASSOS MAIA,0.0
2025-07-06,TURVO,0.0
2025-07-06,BALNEÁRIO BARRA DO SUL,94.054417198522
2025-07-06,SANTA ROSA DE LIMA,0.0
2025-07-06,ANCHIETA,0.0
2025-07-06,ANTÔNIO CARLOS,35.413899955732624
2025-07-06,TREZE DE MAIO,0.0
2025-07-06,PAPANDUVA,0.0
2025-07-06,NAVEGANTES,30.45513507416389
2025-07-06,MORRO DA FUMAÇA,0.0
2025-07-06,ASCURRA,0.0
2025-07-06,SIDERÓPOLIS,0.0
2025-07-06,PARAÍSO,0.0
2025-07-06,SANTA ROSA DO SUL,0.0
2025-07-06,ANITÁPOLIS,0.0
2025-07-06,PAIAL,0.0
2025-07-06,TRÊS BARRAS,0.0
2025-07-06,SÃO MARTINHO,0.0
2025-07-06,LUZERNA,0.0
2025-07-06,POMERODE,5.763854866134471
2025-07-06,PALMITOS,0.0
2025-07-06,NOVA ERECHIM,0.0
2025-07-06,TREVISO,0.0
2025-07-06,PIRATUBA,0.0
2025-07-06,APIÚNA,0.0
2025-07-06,MAJOR GERCINO,0.0
2025-07-06,LUIZ ALVES,8.163931749530574
2025-07-06,AURORA,0.0
2025-07-06,NOVA VENEZA,0.0
2025-07-06,MAFRA,3.6060076086760544
2025-07-06,ABELARDO LUZ,0.0
2025-07-06,SANGÃO,0.0
2025-07-06,BALNEÁRIO GAIVOTA,13.026770012375431
2025-07-06,BALNEÁRIO PIÇARRAS,10.646981580721866
2025-07-06,ORLEANS,0.0
2025-07-06,WITMARSUM,0.0
2025-07-06,OURO,0.0
2025-07-06,SÃO JOAQUIM,0.0
2025-07-06,TIMBÉ DO SUL,0.0
2025-07-06,OURO VERDE,0.0
2025-07-06,NOVO HORIZONTE,0.0
2025-07-06,PAULO LOPES,0.0
2025-07-06,PERITIBA,0.0
2025-07-06,MARAVILHA,3.565697985380638
2025-07-06,PORTO UNIÃO,6.213109661385524
2025-07-06,ARAQUARI,52.79134221987594
2025-07-06,ARROIO TRINTA,0.0
2025-07-06,RIO RUFINO,0.0
2025-07-06,PENHA,26.94610778443114
2025-07-06,ARARANGUÁ,1.386231944328925
2025-07-06,ALFREDO WAGNER,0.0
2025-07-06,MAREMA,0.0
2025-07-06,PORTO BELO,57.707566904710376
2025-07-06,VITOR MEIRELES,0.0
2025-07-06,LINDÓIA DO SUL,0.0
2025-07-06,LEOBERTO LEAL,0.0
2025-07-06,MASSARANDUBA,5.284853609555015
2025-07-20,SÃO JOÃO DO ITAPERIÚ,0.0
2025-07-20,SÃO JOÃO BATISTA,3.0902348578491967
2025-07-20,CAPINZAL,0.0
2025-07-20,PAULO LOPES,0.0
2025-07-20,SÃO MARTINHO,0.0
2025-07-20,CELSO RAMOS,0.0
2025-07-20,ILHOTA,24.607510212116736
2025-07-20,TREVISO,0.0
2025-07-20,SÃO JOSÉ DO CEDRO,0.0
2025-07-20,ANTÔNIO CARLOS,44.26737494466578
2025-07-20,DONA EMMA,0.0
2025-07-20,MORRO DA FUMAÇA,0.0
2025-07-20,BALNEÁRIO ARROIO DO SILVA,0.0
2025-07-20,PARAÍSO,0.0
2025-07-20,ERMO,0.0
2025-07-20,IBICARÉ,0.0
2025-07-20,ARMAZÉM,0.0
2025-07-20,MAREMA,0.0
2025-07-20,IPUAÇU,0.0
2025-07-20,SOMBRIO,0.0
2025-07-20,COCAL DO SUL,0.0
2025-07-20,CHAPECÓ,20.306589687437786
2025-07-20,IBIRAMA,0.0
2025-07-20,CANOINHAS,0.0
2025-07-20,SUL BRASIL,0.0
2025-07-20,IOMERÊ,0.0
2025-07-20,SÃO JOSÉ,34.793621633282186
2025-07-20,IPIRA,0.0
2025-07-20,BRAÇO DO TROMBUDO,0.0
2025-07-20,IMBUIA,0.0
2025-07-20,TIMBÉ DO SUL,0.0
2025-07-20,SÃO CARLOS,0.0
2025-07-20,SÃO BERNARDINO,0.0
2025-07-20,TIMBÓ GRANDE,0.0
2025-07-20,ARABUTÃ,0.0
2025-07-20,MASSARANDUBA,5.284853609555015
2025-07-20,CATANDUVAS,0.0
2025-07-20,CALMON,0.0
2025-07-20,INDAIAL,7.005842872956046
2025-07-20,SÃO BONIFÁCIO,0.0
2025-07-20,CAPÃO ALTO,0.0
2025-07-20,CAMPO BELO DO SUL,0.0
2025-07-20,BELA VISTA DO TOLDO,0.0
2025-07-20,MODELO,0.0
2025-07-20,CAPIVARI DE BAIXO,0.0
2025-07-20,APIÚNA,0.0
2025-07-20,MONDAÍ,0.0
2025-07-20,IMARUÍ,0.0
2025-07-20,PASSOS MAIA,0.0
2025-07-20,IPORÃ DO OESTE,0.0
2025-07-20,SÃO FRANCISCO DO SUL,28.610666056305792
2025-07-20,CAXAMBU DO SUL,21.673168617251843
2025-07-20,CAÇADOR,9.446056271506647
2025-07-20,SÃO BENTO DO SUL,2.416626389560174
2025-07-20,CHAPADÃO DO LAGEADO,0.0
2025-07-20,BOM RETIRO,0.0
2025-07-20,PASSO DE TORRES,15.533980582524272
2025-07-20,IMBITUBA,1.8430461867374395
2025-07-20,SÃO DOMINGOS,0.0
2025-07-20,LAURO MÜLLER,0.0
2025-07-20,ARAQUARI,48.39206370155294
2025-07-20,CORONEL FREITAS,9.70591089973794
2025-07-20,ANGELINA,0.0
2025-07-20,FORQUILHINHA,0.0
2025-07-20,TROMBUDO CENTRAL,14.13627367825841
2025-07-20,NOVA VENEZA,0.0
2025-07-20,FRAIBURGO,0.0
2025-07-20,DESCANSO,0.0
2025-07-20,VITOR MEIRELES,0.0
2025-07-20,XANXERÊ,9.804306051217694
2025-07-20,TREZE TÍLIAS,0.0
2025-07-20,ALFREDO WAGNER,0.0
2025-07-20,GALVÃO,0.0
2025-07-20,CURITIBANOS,0.0
2025-07-20,XAVANTINA,0.0
2025-07-20,TIMBÓ,13.002773925104021
2025-07-20,PAIAL,0.0
2025-07-20,GAROPABA,3.355592094225026
2025-07-20,TIJUCAS,56.595383433722766
2025-07-20,CUNHATAÍ,0.0
2025-07-20,NOVA TRENTO,0.0
2025-07-20,XAXIM,6.324110671936758
2025-07-20,VIDEIRA,1.7882369771642137
2025-07-20,VARGEM,0.0
2025-07-20,OURO VERDE,0.0
2025-07-20,TUBARÃO,0.0
2025-07-20,ABDON BATISTA,0.0
2025-07-20,FAXINAL DOS GUEDES,0.0
2025-07-20,ERVAL VELHO,0.0
2025-07-20,ORLEANS,0.0
2025-07-20,VARGEM BONITA,0.0
2025-07-20,URUBICI,0.0
2025-07-20,FLOR DO SERTÃO,0.0
2025-07-20,UNIÃO DO OESTE,0.0
2025-07-20,ENTRE RIOS,0.0
2025-07-20,OURO,0.0
2025-07-20,VARGEÃO,0.0
2025-07-20,WITMARSUM,0.0
2025-07-20,FLORIANÓPOLIS,20.2020202020202
2025-07-20,TUNÁPOLIS,0.0
2025-07-20,DOUTOR PEDRINHO,0.0
2025-07-20,ABELARDO LUZ,0.0
2025-07-20,VIDAL RAMOS,0.0
2025-07-20,NOVO HORIZONTE,0.0
2025-07-20,FORMOSA DO SUL,0.0
2025-07-20,DIONÍSIO CERQUEIRA,0.0
2025-07-20,HERVAL D'OESTE,4.686255213458925
2025-07-20,GARUVA,53.48451623255068
2025-07-20,CUNHA PORÃ,18.34189288334556
2025-07-20,CORONEL MARTINS,0.0
2025-07-20,ÁGUAS MORNAS,0.0
2025-07-20,SÃO MIGUEL DA BOA VISTA,0.0
2025-07-20,PALMITOS,0.0
2025-07-20,TRÊS BARRAS,0.0
2025-07-20,GUARAMIRIM,32.25667713216636
2025-07-20,SÃO LUDGERO,0.0
2025-07-20,AGROLÂNDIA,0.0
2025-07-20,ANITÁPOLIS,0.0
2025-07-20,GUARUJÁ DO SUL,0.0
2025-07-20,SÃO LOURENÇO DO OESTE,4.03648986841043
2025-07-20,CORDILHEIRA ALTA,0.0
2025-07-20,NAVEGANTES,24.815295245615026
2025-07-20,AGRONÔMICA,0.0
2025-07-20,GUATAMBÚ,0.0
2025-07-20,SÃO JOÃO DO OESTE,0.0
2025-07-20,PAPANDUVA,0.0
2025-07-20,CONCÓRDIA,1.2251148545176112
2025-07-20,TREZE DE MAIO,0.0
2025-07-20,GUARACIABA,0.0
2025-07-20,TIGRINHOS,0.0
2025-07-20,NOVA ERECHIM,0.0
2025-07-20,ÁGUAS FRIAS,0.0
2025-07-20,ALTO BELA VISTA,0.0
2025-07-20,ZORTÉA,0.0
2025-07-20,GASPAR,8.213215063036426
2025-07-20,TANGARÁ,0.0
2025-07-20,PALHOÇA,20.70673349166237
2025-07-20,CRICIÚMA,2.163677906252164
2025-07-20,NOVA ITABERABA,0.0
2025-07-20,ÁGUA DOCE,0.0
2025-07-20,GOVERNADOR CELSO RAMOS,5.778342771293193
2025-07-20,TAIÓ,0.0
2025-07-20,GRAVATAL,0.0
2025-07-20,CORUPÁ,32.7075292732387
2025-07-20,TURVO,0.0
2025-07-20,ÁGUAS DE CHAPECÓ,0.0
2025-07-20,SÃO PEDRO DE ALCÂNTARA,17.56543123133673
2025-07-20,ANCHIETA,16.82935038707506
2025-07-20,GUABIRUBA,4.068679306697046
2025-07-20,CORREIA PINTO,0.0
2025-07-20,PALMA SOLA,0.0
2025-07-20,SÃO MIGUEL DO OESTE,2.2755199563100166
2025-07-20,IPUMIRIM,0.0
2025-07-20,URUSSANGA,0.0
2025-07-20,AURORA,0.0
2025-07-20,PINHEIRO PRETO,0.0
2025-07-20,LINDÓIA DO SUL,0.0
2025-07-20,SALTO VELOSO,0.0
2025-07-20,ASCURRA,0.0
2025-07-20,MAFRA,1.8030038043380272
2025-07-20,ITÁ,0.0
2025-07-20,RANCHO QUEIMADO,0.0
2025-07-20,BOTUVERÁ,0.0
2025-07-20,BELMONTE,0.0
2025-07-20,SALTINHO,0.0
2025-07-20,PLANALTO ALEGRE,0.0
2025-07-20,IÇARA,0.0
2025-07-20,JUPIÁ,0.0
2025-07-20,BOMBINHAS,172.01834862385323
2025-07-20,MIRIM DOCE,0.0
2025-07-20,LACERDÓPOLIS,0.0
2025-07-20,ITUPORANGA,0.0
2025-07-20,MELEIRO,0.0
2025-07-20,ITAPIRANGA,0.0
2025-07-20,LAGES,0.0
2025-07-20,SANTA TEREZINHA,0.0
2025-07-20,BRUSQUE,11.999209463847087
2025-07-20,PIRATUBA,0.0
2025-07-20,MAJOR VIEIRA,0.0
2025-07-20,PRESIDENTE CASTELLO BRANCO,0.0
2025-07-20,ITAPOÁ,156.19407113338323
2025-07-20,JOAÇABA,3.3360021350413662
2025-07-20,PORTO BELO,57.707566904710376
2025-07-20,BARRA VELHA,26.296758924462562
2025-07-20,QUILOMBO,9.068649678062936
2025-07-20,SANTA HELENA,0.0
2025-07-20,SIDERÓPOLIS,0.0
2025-07-20,BRAÇO DO NORTE,2.9314337642540966
2025-07-20,PONTE SERRADA,0.0
2025-07-20,MAJOR GERCINO,0.0
2025-07-20,LUZERNA,0.0
2025-07-20,SALETE,0.0
2025-07-20,BIGUAÇU,30.525418770588757
2025-07-20,JARAGUÁ DO SUL,25.865993461076854
2025-07-20,JOINVILLE,39.64536011741499
2025-07-20,LONTRAS,0.0
2025-07-20,RIQUEZA,0.0
2025-07-20,BOM JARDIM DA SERRA,0.0
2025-07-20,LUIZ ALVES,8.163931749530574
2025-07-20,SANTA ROSA DE LIMA,0.0
2025-07-20,RIO DOS CEDROS,0.0
2025-07-20,JARDINÓPOLIS,0.0
2025-07-20,RIO NEGRINHO,0.0
2025-07-20,BALNEÁRIO BARRA DO SUL,80.61807188444743
2025-07-20,BLUMENAU,19.26570154676061
2025-07-20,PONTE ALTA,0.0
2025-07-20,OTACÍLIO COSTA,0.0
2025-07-20,PESCARIA BRAVA,0.0
2025-07-20,MORRO GRANDE,0.0
2025-07-20,RIO DO SUL,0.0
2025-07-20,RIO DO OESTE,0.0
2025-07-20,SANTA ROSA DO SUL,0.0
2025-07-20,JABORÁ,0.0
2025-07-20,PETROLÂNDIA,0.0
2025-07-20,BALNEÁRIO CAMBORIÚ,50.701248250449886
2025-07-20,BOM JESUS DO OESTE,0.0
2025-07-20,BENEDITO NOVO,9.538344143456696
2025-07-20,MONTE CASTELO,0.0
2025-07-20,JOSÉ BOITEUX,0.0
2025-07-20,ROMELÂNDIA,0.0
2025-07-20,JAGUARUNA,0.0
2025-07-20,RODEIO,0.0
2025-07-20,BOM JESUS,0.0
2025-07-20,POMERODE,2.8819274330672355
2025-07-20,SANTA CECÍLIA,0.0
2025-07-20,MONTE CARLO,0.0
2025-07-20,PRINCESA,0.0
2025-07-20,SANGÃO,0.0
2025-07-20,PEDRAS GRANDES,0.0
2025-07-20,JACINTO MACHADO,0.0
2025-07-20,MARACAJÁ,0.0
2025-07-20,SCHROEDER,34.63117795478158
2025-07-20,CAMPO ALEGRE,0.0
2025-07-20,PORTO UNIÃO,9.319664492078285
2025-07-20,SEARA,0.0
2025-07-20,RIO FORTUNA,0.0
2025-07-20,BALNEÁRIO PIÇARRAS,10.646981580721866
2025-07-20,IRINEÓPOLIS,0.0
2025-07-20,MARAVILHA,10.697093956141915
2025-07-20,CAMPOS NOVOS,2.7044569450454348
2025-07-20,RIO DO CAMPO,0.0
2025-07-20,PRESIDENTE NEREU,0.0
2025-07-20,ARROIO TRINTA,0.0
2025-07-20,MACIEIRA,0.0
2025-07-20,BALNEÁRIO RINCÃO,0.0
2025-07-20,LAJEADO GRANDE,0.0
2025-07-20,LAURENTINO,0.0
2025-07-20,IBIAM,0.0
2025-07-20,IRANI,0.0
2025-07-20,RIO RUFINO,0.0
2025-07-20,ITAIÓPOLIS,0.0
2025-07-20,CAMPO ERÊ,0.0
2025-07-20,IRATI,0.0
2025-07-20,SÃO JOAQUIM,0.0
2025-07-20,PERITIBA,0.0
2025-07-20,SAUDADES,0.0
2025-07-20,SANTO AMARO DA IMPERATRIZ,7.077140835102619
2025-07-20,BANDEIRANTE,0.0
2025-07-20,GRÃO-PARÁ,0.0
2025-07-20,ARVOREDO,0.0
2025-07-20,CAIBI,0.0
2025-07-20,SANTA TEREZINHA DO PROGRESSO,0.0
2025-07-20,BALNEÁRIO GAIVOTA,19.540155018563148
2025-07-20,BARRA BONITA,0.0
2025-07-20,SERRA ALTA,0.0
2025-07-20,CANELINHA,23.512814483893724
2025-07-20,ARARANGUÁ,2.77246388865785
2025-07-20,PENHA,29.940119760479043
2025-07-20,ITAPEMA,14.426797119886682
2025-07-20,ITAJAÍ,54.60746164598566
2025-07-20,SÃO CRISTÓVÃO DO SUL,0.0
2025-07-20,SANTIAGO DO SUL,0.0
2025-07-20,LEBON RÉGIS,0.0
2025-07-20,PRESIDENTE GETÚLIO,0.0
2025-07-20,POUSO REDONDO,0.0
2025-07-20,PINHALZINHO,18.608978832286578
2025-07-20,CAMBORIÚ,21.396667469041695
2025-07-20,IRACEMINHA,0.0
2025-07-20,LAGUNA,0.0
2025-07-20,LEOBERTO LEAL,0.0
2025-07-20,RIO DAS ANTAS,0.0
2025-07-27,GARUVA,90.92367759533614
2025-07-27,JOAÇABA,10.008006405124098
2025-07-27,POUSO REDONDO,0.0
2025-07-27,TIGRINHOS,0.0
2025-07-27,NOVA ITABERABA,0.0
2025-07-27,TANGARÁ,0.0
2025-07-27,GASPAR,19.164168480418326
2025-07-27,LAURENTINO,0.0
2025-07-27,ORLEANS,0.0
2025-07-27,RIO DO SUL,0.0
2025-07-27,RIO DOS CEDROS,0.0
2025-07-27,PALHOÇA,20.284147093873344
2025-07-27,LONTRAS,0.0
2025-07-27,JOINVILLE,40.13081350660783
2025-07-27,URUBICI,0.0
2025-07-27,FAXINAL DOS GUEDES,0.0
2025-07-27,PRINCESA,0.0
2025-07-27,JOSÉ BOITEUX,0.0
2025-07-27,PRESIDENTE NEREU,0.0
2025-07-27,LAGUNA,0.0
2025-07-27,TREZE TÍLIAS,0.0
2025-07-27,LACERDÓPOLIS,0.0
2025-07-27,QUILOMBO,0.0
2025-07-27,LEOBERTO LEAL,0.0
2025-07-27,TUNÁPOLIS,0.0
2025-07-27,NOVA VENEZA,0.0
2025-07-27,TROMBUDO CENTRAL,0.0
2025-07-27,FORQUILHINHA,0.0
2025-07-27,TUBARÃO,0.8742099327732561
2025-07-27,PORTO BELO,36.06722931544399
2025-07-27,LAGES,0.6064980197839654
2025-07-27,OURO VERDE,0.0
2025-07-27,FORMOSA DO SUL,0.0
2025-07-27,FLOR DO SERTÃO,0.0
2025-07-27,GALVÃO,0.0
2025-07-27,FLORIANÓPOLIS,20.55033089515848
2025-07-27,UNIÃO DO OESTE,0.0
2025-07-27,NOVA TRENTO,0.0
2025-07-27,PRESIDENTE GETÚLIO,0.0
2025-07-27,RIO DO OESTE,0.0
2025-07-27,LAJEADO GRANDE,0.0
2025-07-27,TIJUCAS,50.53159235153818
2025-07-27,TIMBÓ,10.835644937586686
2025-07-27,GAROPABA,3.355592094225026
2025-07-27,PONTE SERRADA,9.602458229306702
2025-07-27,NOVO HORIZONTE,0.0
2025-07-27,JUPIÁ,0.0
2025-07-27,RANCHO QUEIMADO,0.0
2025-07-27,PORTO UNIÃO,0.0
2025-07-27,LINDÓIA DO SUL,0.0
2025-07-27,PAIAL,0.0
2025-07-27,OURO,0.0
