Semana,Município,Casos
2025-08-24,ABDON BATISTA,0
2025-08-24,HERVAL D'OESTE,0
2025-08-24,PRINCESA,0
2025-08-24,CANOINHAS,0
2025-08-24,QUILOMBO,0
2025-08-24,SANTA ROSA DE LIMA,0
2025-08-24,RANCHO QUEIMADO,0
2025-08-24,CANELINHA,0
2025-08-24,RIO DO OESTE,0
2025-08-24,RIO DO SUL,0
2025-08-24,RIO DOS CEDROS,0
2025-08-24,CAPINZAL,0
2025-08-24,CAMPOS NOVOS,0
2025-08-24,RIQUEZA,0
2025-08-24,CAMPO ERÊ,0
2025-08-24,RODEIO,0
2025-08-24,ROMELÂNDIA,0
2025-08-24,CAMPO ALEGRE,0
2025-08-24,SALETE,0
2025-08-24,SALTINHO,0
2025-08-24,CAMBORIÚ,3
2025-08-24,SALTO VELOSO,0
2025-08-24,SANTA HELENA,0
2025-08-24,RIO NEGRINHO,0
2025-08-24,CAIBI,0
2025-08-24,PRESIDENTE NEREU,0
2025-08-24,CAPIVARI DE BAIXO,0
2025-08-24,PASSO DE TORRES,0
2025-08-24,PASSOS MAIA,0
2025-08-24,CHAPECÓ,7
2025-08-24,PAULO LOPES,0
2025-08-24,PENHA,0
2025-08-24,CELSO RAMOS,0
2025-08-24,PERITIBA,0
2025-08-24,PINHALZINHO,0
2025-08-24,CAÇADOR,0
2025-08-24,MACIEIRA,0
2025-08-24,PRESIDENTE GETÚLIO,0
2025-08-24,SIDERÓPOLIS,0
2025-08-24,CAXAMBU DO SUL,0
2025-08-24,PLANALTO ALEGRE,0
2025-08-24,POMERODE,0
2025-08-24,CATANDUVAS,0
2025-08-24,PONTE ALTA,0
2025-08-24,PONTE SERRADA,0
2025-08-24,CAPÃO ALTO,0
2025-08-24,PORTO BELO,2
2025-08-24,PORTO UNIÃO,0
2025-08-24,POUSO REDONDO,0
2025-08-24,PIRATUBA,0
2025-08-24,PESCARIA BRAVA,0
2025-08-24,SANGÃO,0
2025-08-24,SANTA TEREZINHA,0
2025-08-24,SÃO JOÃO BATISTA,0
2025-08-24,SÃO JOÃO DO ITAPERIÚ,0
2025-08-24,BENEDITO NOVO,0
2025-08-24,SÃO JOÃO DO OESTE,0
2025-08-24,SÃO LOURENÇO DO OESTE,0
2025-08-24,BELMONTE,0
2025-08-24,SÃO LUDGERO,0
2025-08-24,SÃO MIGUEL DA BOA VISTA,0
2025-08-24,BARRA VELHA,0
2025-08-24,SANTA CECÍLIA,0
2025-08-24,BIGUAÇU,4
2025-08-24,RIO DO CAMPO,0
2025-08-24,SÃO PEDRO DE ALCÂNTARA,0
2025-08-24,BARRA BONITA,0
2025-08-24,TAIÓ,0
2025-08-24,TANGARÁ,0
2025-08-24,BANDEIRANTE,0
2025-08-24,TIGRINHOS,0
2025-08-24,TIJUCAS,1
2025-08-24,BALNEÁRIO RINCÃO,0
2025-08-24,TIMBÓ,0
2025-08-24,TREZE TÍLIAS,0
2025-08-24,SÃO MIGUEL DO OESTE,0
2025-08-24,SÃO JOSÉ DO CEDRO,0
2025-08-24,SÃO JOSÉ,11
2025-08-24,BLUMENAU,2
2025-08-24,SANTA TEREZINHA DO PROGRESSO,0
2025-08-24,BRUSQUE,0
2025-08-24,SANTIAGO DO SUL,0
2025-08-24,SANTO AMARO DA IMPERATRIZ,0
2025-08-24,BRAÇO DO NORTE,2
2025-08-24,SAUDADES,0
2025-08-24,SCHROEDER,0
2025-08-24,BOTUVERÁ,0
2025-08-24,SEARA,0
