Semana,Município,Casos
2025-07-20,ABDON BATISTA,0
2025-07-20,CAMBORIÚ,25
2025-07-20,LEBON RÉGIS,0
2025-07-20,SANTIAGO DO SUL,0
2025-07-20,ITAPEMA,10
2025-07-20,CAIBI,1
2025-07-20,MACIEIRA,0
2025-07-20,SANTA TEREZINHA DO PROGRESSO,0
2025-07-20,ITAPIRANGA,0
2025-07-20,SANTA TEREZINHA,0
2025-07-20,BRUSQUE,12
2025-07-20,MAJOR VIEIRA,0
2025-07-20,ITAPOÁ,49
2025-07-20,URUSSANGA,0
2025-07-20,ITUPORANGA,0
2025-07-20,BRAÇO DO NORTE,1
2025-07-20,MELEIRO,0
2025-07-20,SALTO VELOSO,0
2025-07-20,ITÁ,0
2025-07-20,BOTUVERÁ,0
2025-07-20,MIRIM DOCE,0
2025-07-20,SALTINHO,0
2025-07-20,ITAJAÍ,193
2025-07-20,IÇARA,0
2025-07-20,SANTO AMARO DA IMPERATRIZ,5
2025-07-20,CAMPO ALEGRE,0
2025-07-20,DONA EMMA,0
2025-07-20,SUL BRASIL,0
2025-07-20,IPUAÇU,0
2025-07-20,CANOINHAS,0
2025-07-20,ERMO,0
2025-07-20,SOMBRIO,0
2025-07-20,IPUMIRIM,0
2025-07-20,SERRA ALTA,0
2025-07-20,CANELINHA,2
2025-07-20,GRÃO-PARÁ,0
2025-07-20,IRACEMINHA,0
2025-07-20,SEARA,1
2025-07-20,IRANI,0
2025-07-20,CAMPOS NOVOS,0
2025-07-20,IBIAM,0
2025-07-20,SCHROEDER,6
2025-07-20,IRATI,0
2025-07-20,CAMPO ERÊ,0
2025-07-20,ITAIÓPOLIS,0
2025-07-20,SAUDADES,0
2025-07-20,IRINEÓPOLIS,1
2025-07-20,JACINTO MACHADO,0
2025-07-20,BOMBINHAS,27
2025-07-20,MONTE CARLO,0
2025-07-20,SALETE,0
2025-07-20,JUPIÁ,0
2025-07-20,BELMONTE,0
2025-07-20,PINHEIRO PRETO,0
2025-07-20,RANCHO QUEIMADO,0
2025-07-20,LACERDÓPOLIS,0
2025-07-20,BARRA VELHA,12
2025-07-20,PRESIDENTE CASTELLO BRANCO,0
2025-07-20,QUILOMBO,0
2025-07-20,LAGES,1
2025-07-20,PRINCESA,0
2025-07-20,BARRA BONITA,0
2025-07-20,RIO DAS ANTAS,0
2025-07-20,LAGUNA,0
2025-07-20,PRESIDENTE NEREU,0
2025-07-20,LAJEADO GRANDE,0
2025-07-20,BANDEIRANTE,0
2025-07-20,RIO DO CAMPO,0
2025-07-20,PRESIDENTE GETÚLIO,0
2025-07-20,LAURENTINO,0
2025-07-20,BALNEÁRIO RINCÃO,0
2025-07-20,RIO FORTUNA,0
2025-07-20,RIO DO OESTE,0
2025-07-20,PETROLÂNDIA,1
2025-07-20,BENEDITO NOVO,1
2025-07-20,JOSÉ BOITEUX,0
2025-07-20,JABORÁ,0
2025-07-20,BOM JESUS DO OESTE,0
2025-07-20,MONTE CASTELO,0
2025-07-20,ROMELÂNDIA,0
2025-07-20,JAGUARUNA,0
2025-07-20,BOM JESUS,0
2025-07-20,MORRO GRANDE,0
2025-07-20,RODEIO,1
2025-07-20,JARAGUÁ DO SUL,46
2025-07-20,RIQUEZA,0
2025-07-20,CAPINZAL,1
2025-07-20,BOM JARDIM DA SERRA,0
2025-07-20,JARDINÓPOLIS,0
2025-07-20,RIO NEGRINHO,0
2025-07-20,JOAÇABA,2
2025-07-20,BLUMENAU,76
2025-07-20,PEDRAS GRANDES,0
2025-07-20,RIO DOS CEDROS,0
2025-07-20,JOINVILLE,238
2025-07-20,BIGUAÇU,23
2025-07-20,PESCARIA BRAVA,0
2025-07-20,RIO DO SUL,0
2025-07-20,OTACÍLIO COSTA,0
2025-07-20,IPORÃ DO OESTE,0
2025-07-20,SÃO BENTO DO SUL,3
2025-07-20,CHAPADÃO DO LAGEADO,0
2025-07-20,GAROPABA,1
2025-07-20,CUNHATAÍ,0
2025-07-20,XAXIM,1
2025-07-20,TIJUCAS,26
2025-07-20,GARUVA,7
2025-07-20,TIGRINHOS,0
2025-07-20,CUNHA PORÃ,3
2025-07-20,ZORTÉA,0
2025-07-20,GASPAR,11
2025-07-20,TANGARÁ,0
2025-07-20,GOVERNADOR CELSO RAMOS,3
2025-07-20,CRICIÚMA,2
2025-07-20,ÁGUA DOCE,0
2025-07-20,TAIÓ,0
2025-07-20,GRAVATAL,0
2025-07-20,CORUPÁ,17
