Semana,Município,Casos
2025-09-21,ABDON BATISTA,0
2025-09-21,ITAPIRANGA,0
2025-09-21,ITAPEMA,1
2025-09-21,ITAJAÍ,4
2025-09-21,IRINEÓPOLIS,0
2025-09-21,IRATI,0
2025-09-21,SÃO JOAQUIM,0
2025-09-21,IRANI,0
2025-09-21,IRACEMINHA,0
2025-09-21,IPUMIRIM,0
2025-09-21,IPUAÇU,0
2025-09-21,IPORÃ DO OESTE,0
2025-09-21,IPIRA,0
2025-09-21,IOMERÊ,0
2025-09-21,INDAIAL,0
2025-09-21,IMBUIA,0
2025-09-21,IMBITUBA,0
2025-09-21,IMARUÍ,0
2025-09-21,SÃO MARTINHO,0
2025-09-21,ILHOTA,0
2025-09-21,IBIRAMA,0
2025-09-21,IBICARÉ,0
2025-09-21,HERVAL D'OESTE,0
2025-09-21,GUATAMBÚ,0
2025-09-21,GUARUJÁ DO SUL,0
2025-09-21,GUARAMIRIM,0
2025-09-21,ITAPOÁ,0
2025-09-21,ITUPORANGA,0
2025-09-21,ITÁ,0
2025-09-21,IÇARA,0
2025-09-21,RIO DO CAMPO,0
2025-09-21,MAREMA,0
2025-09-21,MARAVILHA,0
2025-09-21,MARACAJÁ,0
2025-09-21,MAJOR GERCINO,0
2025-09-21,MAFRA,0
2025-09-21,LUZERNA,0
2025-09-21,LUIZ ALVES,0
2025-09-21,LONTRAS,0
2025-09-21,LINDÓIA DO SUL,0
2025-09-21,LAURO MÜLLER,0
2025-09-21,SANGÃO,0
2025-09-21,GUARACIABA,0
2025-09-21,LAURENTINO,0
2025-09-21,LAGUNA,0
2025-09-21,LAGES,0
2025-09-21,LACERDÓPOLIS,0
2025-09-21,JUPIÁ,0
2025-09-21,JOSÉ BOITEUX,0
2025-09-21,JOINVILLE,1
2025-09-21,JOAÇABA,0
2025-09-21,JARDINÓPOLIS,0
2025-09-21,JARAGUÁ DO SUL,1
2025-09-21,SIDERÓPOLIS,0
2025-09-21,JAGUARUNA,0
2025-09-21,JABORÁ,0
2025-09-21,LAJEADO GRANDE,0
2025-09-21,GUABIRUBA,0
2025-09-21,GRAVATAL,0
2025-09-21,GOVERNADOR CELSO RAMOS,1
2025-09-21,CELSO RAMOS,0
2025-09-21,CAÇADOR,0
2025-09-21,CAXAMBU DO SUL,0
2025-09-21,CATANDUVAS,0
2025-09-21,CAPÃO ALTO,0
2025-09-21,CAPIVARI DE BAIXO,0
2025-09-21,VARGEM,0
2025-09-21,CAPINZAL,0
2025-09-21,CANOINHAS,0
2025-09-21,CANELINHA,0
2025-09-21,CAMPOS NOVOS,0
2025-09-21,CAMPO ERÊ,0
2025-09-21,CHAPECÓ,10
2025-09-21,CAMPO ALEGRE,0
2025-09-21,CAIBI,0
2025-09-21,BRUSQUE,0
2025-09-21,BRAÇO DO NORTE,0
2025-09-21,BOTUVERÁ,0
2025-09-21,VITOR MEIRELES,0
2025-09-21,BOMBINHAS,2
2025-09-21,BOM JESUS DO OESTE,0
2025-09-21,BOM JESUS,0
2025-09-21,BOM JARDIM DA SERRA,0
2025-09-21,BLUMENAU,1
2025-09-21,BIGUAÇU,3
2025-09-21,BENEDITO NOVO,0
2025-09-21,CAMBORIÚ,4
2025-09-21,MASSARANDUBA,0
2025-09-21,COCAL DO SUL,0
2025-09-21,CORDILHEIRA ALTA,0
2025-09-21,TIMBÉ DO SUL,0
2025-09-21,GASPAR,0
2025-09-21,GARUVA,0
2025-09-21,GAROPABA,0
2025-09-21,GALVÃO,0
2025-09-21,FRAIBURGO,0
2025-09-21,FORQUILHINHA,0
2025-09-21,FORMOSA DO SUL,0
2025-09-21,FLORIANÓPOLIS,49
2025-09-21,FLOR DO SERTÃO,0
2025-09-21,FAXINAL DOS GUEDES,0
2025-09-21,ERVAL VELHO,0
2025-09-21,CONCÓRDIA,3
2025-09-21,TREVISO,0
2025-09-21,DOUTOR PEDRINHO,0
2025-09-21,DIONÍSIO CERQUEIRA,1
2025-09-21,DESCANSO,0
2025-09-21,CURITIBANOS,0
2025-09-21,CUNHATAÍ,0
2025-09-21,CUNHA PORÃ,0
2025-09-21,CRICIÚMA,0
2025-09-21,CORUPÁ,0
2025-09-21,CORREIA PINTO,0
2025-09-21,CORONEL MARTINS,0
2025-09-21,TURVO,0
2025-09-21,CORONEL FREITAS,0
2025-09-21,ENTRE RIOS,0
2025-09-21,BELMONTE,0
2025-09-21,MODELO,0
2025-09-21,MORRO DA FUMAÇA,0
2025-09-21,TROMBUDO CENTRAL,0
2025-09-21,TREZE TÍLIAS,0
2025-09-21,TIMBÓ,0
2025-09-21,TIJUCAS,0
2025-09-21,MONTE CASTELO,0
2025-09-21,TIGRINHOS,0
2025-09-21,TANGARÁ,0
2025-09-21,TAIÓ,0
2025-09-21,SÃO PEDRO DE ALCÂNTARA,0
2025-09-21,SÃO MIGUEL DO OESTE,0
2025-09-21,SÃO MIGUEL DA BOA VISTA,0
2025-09-21,SÃO LUDGERO,0
2025-09-21,SÃO LOURENÇO DO OESTE,0
2025-09-21,SÃO JOÃO DO OESTE,0
2025-09-21,SÃO JOÃO DO ITAPERIÚ,0
2025-09-21,SÃO JOÃO BATISTA,0
2025-09-21,MORRO GRANDE,0
2025-09-21,SÃO JOSÉ DO CEDRO,0
2025-09-21,SÃO JOSÉ,9
2025-09-21,SÃO FRANCISCO DO SUL,0
2025-09-21,SÃO DOMINGOS,0
2025-09-21,SÃO CARLOS,0
2025-09-21,SÃO BONIFÁCIO,0
2025-09-21,SÃO BERNARDINO,0
2025-09-21,SÃO BENTO DO SUL,0
2025-09-21,TUBARÃO,0
2025-09-21,TUNÁPOLIS,0
2025-09-21,UNIÃO DO OESTE,0
2025-09-21,URUBICI,0
2025-09-21,JACINTO MACHADO,0
2025-09-21,GRÃO-PARÁ,0
2025-09-21,ERMO,0
2025-09-21,DONA EMMA,0
2025-09-21,CHAPADÃO DO LAGEADO,0
2025-09-21,BRAÇO DO TROMBUDO,0
2025-09-21,BOM RETIRO,0
2025-09-21,BALNEÁRIO ARROIO DO SILVA,0
2025-09-21,ARMAZÉM,0
2025-09-21,AGRONÔMICA,0
2025-09-21,MIRIM DOCE,0
2025-09-21,AGROLÂNDIA,0
2025-09-21,SUL BRASIL,0
2025-09-21,ÁGUAS MORNAS,0
2025-09-21,ÁGUAS DE CHAPECÓ,0
2025-09-21,ÁGUA DOCE,0
2025-09-21,ZORTÉA,0
2025-09-21,XAXIM,0
2025-09-21,XAVANTINA,0
2025-09-21,XANXERÊ,0
2025-09-21,VIDEIRA,0
2025-09-21,VIDAL RAMOS,0
2025-09-21,MONTE CARLO,0
2025-09-21,VARGEÃO,0
2025-09-21,VARGEM BONITA,0
2025-09-21,URUSSANGA,0
2025-09-21,ÁGUAS FRIAS,0
2025-09-21,SOMBRIO,0
2025-09-21,SERRA ALTA,0
2025-09-21,OTACÍLIO COSTA,0
2025-09-21,POMERODE,0
2025-09-21,PLANALTO ALEGRE,0
2025-09-21,PIRATUBA,0
2025-09-21,PINHALZINHO,0
2025-09-21,PERITIBA,0
2025-09-21,PRESIDENTE CASTELLO BRANCO,0
2025-09-21,PENHA,1
2025-09-21,PAULO LOPES,0
2025-09-21,PASSOS MAIA,0
2025-09-21,PASSO DE TORRES,0
2025-09-21,PARAÍSO,0
